#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      471.3   176.2    80.4   263.8   298.8   412.5   510.2   596.7   644.3   687.6   731.7   789.1   912.6  1199.8  2969.0 136997.0   185000  1746196558203  1746196563377
read      457.6   170.9    86.8   262.4   292.4   395.2   498.5   591.7   634.3   672.4   712.1   760.8   864.2  1100.4  3100.6 141083.7   190000  1746196564881  1746196570051
read      461.7   187.6    74.4   266.5   297.1   399.1   497.7   591.8   636.7   676.1   716.9   767.1   862.3  1076.6  4698.1 139795.9   195000  1746196571554  1746196576725
read      469.2   177.8    80.4   276.3   305.0   403.8   492.2   600.0   651.6   693.8   733.5   785.4   874.3  1095.1  3275.8 137636.6   200000  1746196578228  1746196583403
read      470.1   205.6    68.9   273.9   304.1   404.7   490.6   597.8   650.6   694.8   735.1   787.1   872.8  1092.0  7093.0 137349.7   205000  1746196584907  1746196590076
read      469.8   181.8    74.4   274.0   304.3   409.0   491.3   590.9   645.7   691.9   734.5   788.3   877.3  1105.4  3592.3 137452.6   210000  1746196591579  1746196596749
read      485.7   181.2    80.4   291.1   322.1   420.1   493.5   610.5   674.4   721.4   765.1   813.5   914.0  1098.9  4147.3 133031.0   215000  1746196598252  1746196603425
read      469.4   169.7    80.4   276.2   304.5   407.2   495.6   598.0   648.7   690.9   732.7   786.0   871.4  1065.0  1788.7 137571.0   220000  1746196604928  1746196610099
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 58.42%,0.50%,100.00%
